"","frequency","avg","suma","bin","min","max","BiomassBin","Density","Species","Condition","TimePoint","Sample","Strain"
"1507",1,1065.00784896,1065.00784896,22,1050,1100,0.0140497609691823,0.00015701051970482,"Pa","Pa:Sa 1:1",11,"rep3","PA14mut"
"1508",1,2227.50367488,2227.50367488,45,2200,2250,0.0293855995714962,0.00015701051970482,"Pa","Pa:Sa 1:1",11,"rep3","PA14mut"
"1509",1,8188.37673984,8188.37673984,164,8150,8200,0.108022430100123,0.00015701051970482,"Pa","Pa:Sa 1:1",11,"rep3","PA14mut"
"1510",1,40629.73204224,40629.73204224,813,40600,40650,0.535994193838883,0.00015701051970482,"Pa","Pa:Sa 1:1",11,"rep3","PA14mut"
"1511",6475,2.87842564032741,18637.80602112,1,0,50,0.583536322498817,0.990515527000153,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1512",31,71.8717742245161,2228.02500096,2,50,100,0.0697578628097285,0.00474223649992351,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1513",11,112.90194432,1241.92138752,3,100,150,0.0388836668052466,0.00168272908061802,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1514",5,168.026462208,840.13231104,4,150,200,0.0263039393500058,0.000764876854826373,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1515",3,212.84414976,638.53244928,5,200,250,0.0199919924494751,0.000458926112895824,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1516",2,317.80957824,635.61915648,7,300,350,0.0199007793439761,0.000305950741930549,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1517",5,371.362033152,1856.81016576,8,350,400,0.0581353928932509,0.000764876854826373,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1518",1,403.65971712,403.65971712,9,400,450,0.0126382958703507,0.000152975370965275,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1519",1,464.50153728,464.50153728,10,450,500,0.0145432095683508,0.000152975370965275,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1520",1,508.38492672,508.38492672,11,500,550,0.0159171669785515,0.000152975370965275,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1521",1,1511.04830976,1511.04830976,31,1500,1550,0.0473098374774488,0.000152975370965275,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1522",1,2972.96930304,2972.96930304,60,2950,3000,0.0930815339547986,0.000152975370965275,"Pa","Pa:Sa 1:1",11,"rep3","PA14wt"
"1523",6493,3.05075482297859,19808.5510656,1,0,50,0.415078650573485,0.984832397997877,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1524",52,71.7295148307692,3729.9347712,2,50,100,0.0781589873196473,0.0078871530411042,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1525",13,116.411405981538,1513.34827776,3,100,150,0.0317114845452378,0.00197178826027605,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1526",10,173.52491904,1735.2491904,4,150,200,0.0363613113334066,0.00151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1527",4,219.73127616,878.92510464,5,200,250,0.018417452401286,0.000606704080084939,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1528",7,262.354064091429,1836.47844864,6,250,300,0.0384825217020834,0.00106173214014864,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1529",2,375.79943808,751.59887616,8,350,400,0.0157493925858525,0.000303352040042469,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1530",2,420.29615232,840.59230464,9,400,450,0.0176142070329594,0.000303352040042469,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1531",1,464.77753344,464.77753344,10,450,500,0.00973918944188584,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1532",1,585.14252544,585.14252544,12,550,600,0.0122613798984312,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1533",1,616.33009152,616.33009152,13,600,650,0.0129149003301017,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1534",1,1040.53618944,1040.53618944,21,1000,1050,0.0218039348741507,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1535",1,1053.5386752,1053.5386752,22,1050,1100,0.0220763957030871,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1536",1,1271.29964544,1271.29964544,26,1250,1300,0.0266394719914766,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1537",1,2226.39969024,2226.39969024,45,2200,2250,0.0466531335887011,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1538",1,2966.192064,2966.192064,60,2950,3000,0.062155126601109,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1539",1,3048.92957952,3048.92957952,61,3000,3050,0.063888851404105,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1540",1,3354.5799936,3354.5799936,68,3350,3400,0.0702936086729937,0.000151676020021235,"Pa","Pa:Sa 1:1",12,"rep1","PA14mut"
"1541",2321,1.96410594881517,4558.6899072,1,0,50,0.0184740259457818,0.996565049377415,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1542",3,65.49286656,196.47859968,2,50,100,0.000796226727890914,0.0012881064834693,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1543",2,104.8785408,209.7570816,3,100,150,0.000850037586822827,0.0008587376556462,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1544",1,170.28963072,170.28963072,4,150,200,0.000690096304039058,0.0004293688278231,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1545",1,445.54980096,445.54980096,9,400,450,0.00180558422499252,0.0004293688278231,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1546",1,241181.36038656,241181.36038656,4824,241150,241200,0.977384029210473,0.0004293688278231,"Pa","Pa:Sa 1:1",12,"rep1","PA14wt"
"1547",4239,2.9637882836518,12563.4985344,1,0,50,0.766366556237502,0.989726826990427,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1548",35,67.514793984,2363.01778944,2,50,100,0.144142795946732,0.00817184216670558,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1549",6,117.79413888,706.76483328,3,100,150,0.043112269235158,0.0014008872285781,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1550",1,163.6043904,163.6043904,4,150,200,0.00997977855554163,0.000233481204763017,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1551",1,239.01267456,239.01267456,5,200,250,0.0145796427482458,0.000233481204763017,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1552",1,357.69102336,357.69102336,8,350,400,0.0218189572768205,0.000233481204763017,"Pa","Pa:Sa 1:1",12,"rep2","PA14mut"
"1553",5220,1.94808758289655,10169.01718272,1,0,50,0.115166802809544,0.997897151596253,"Pa","Pa:Sa 1:1",12,"rep2","PA14wt"
"1554",9,65.51671808,589.65046272,2,50,100,0.00667794707654008,0.00172051233033837,"Pa","Pa:Sa 1:1",12,"rep2","PA14wt"
"1555",1,120.54898944,120.54898944,3,100,150,0.00136524911368208,0.000191168036704263,"Pa","Pa:Sa 1:1",12,"rep2","PA14wt"
"1556",1,77418.94685184,77418.94685184,1549,77400,77450,0.876790001000233,0.000191168036704263,"Pa","Pa:Sa 1:1",12,"rep2","PA14wt"
"1557",4494,2.8040707622964,12601.49400576,1,0,50,0.436039898132428,0.988996478873239,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1558",27,74.6427639466667,2015.35462656,2,50,100,0.0697357809847199,0.0059419014084507,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1559",7,116.610568045714,816.27397632,3,100,150,0.0282449066213922,0.00154049295774648,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1560",3,159.43378176,478.30134528,4,150,200,0.0165502971137521,0.000660211267605634,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1561",1,227.91149568,227.91149568,5,200,250,0.00788624787775891,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1562",3,262.10435328,786.31305984,6,250,300,0.0272081918505942,0.000660211267605634,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1563",2,325.12347648,650.24695296,7,300,350,0.0225,0.000440140845070423,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1564",1,365.14291968,365.14291968,8,350,400,0.0126347623089983,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1565",1,644.42036736,644.42036736,13,600,650,0.0222983870967742,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1566",1,811.49004288,811.49004288,17,800,850,0.0280793718166384,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1567",1,910.787328,910.787328,19,900,950,0.0315152801358234,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1568",1,1766.5287552,1766.5287552,36,1750,1800,0.0611258488964346,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1569",1,1985.11771392,1985.11771392,40,1950,2000,0.0686895161290322,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1570",1,4840.48198656,4840.48198656,97,4800,4850,0.167491511035654,0.000220070422535211,"Pa","Pa:Sa 1:1",12,"rep3","PA14mut"
"1571",6979,2.55445956355925,17827.57329408,1,0,50,0.319439041169657,0.991053677932406,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1572",28,68.0440056685714,1905.23215872,2,50,100,0.0341384395928532,0.00397614314115308,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1573",14,122.575151725714,1716.05212416,3,100,150,0.0307486631016043,0.00198807157057654,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1574",3,174.3375744,523.0127232,4,150,200,0.00937147642377206,0.000426015336552116,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1575",4,232.87176,931.48704,5,200,250,0.0166906242375888,0.000568020448736154,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1576",2,268.26826752,536.53653504,6,250,300,0.00961379956085113,0.000284010224368077,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1577",1,324.47948544,324.47948544,7,300,350,0.00581410683318277,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1578",1,425.67807744,425.67807744,9,400,450,0.00762740921948871,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1579",1,548.86436352,548.86436352,11,500,550,0.00983469276063749,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1580",2,574.67000448,1149.34000896,12,550,600,0.020594169738291,0.000284010224368077,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1581",1,718.93933056,718.93933056,15,700,750,0.0128821397407747,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1582",1,848.96418816,848.96418816,17,800,850,0.015211958564392,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1583",1,1015.63520256,1015.63520256,21,1000,1050,0.0181984126460807,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1584",1,1983.339072,1983.339072,40,1950,2000,0.0355379793437384,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1585",1,2636.46865152,2636.46865152,53,2600,2650,0.0472409230478426,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1586",1,3505.70322432,3505.70322432,71,3500,3550,0.0628160915750674,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1587",1,19211.69403648,19211.69403648,385,19200,19250,0.344240072444178,0.000142005112184039,"Pa","Pa:Sa 1:1",12,"rep3","PA14wt"
"1588",6164,3.03200756620376,18689.29463808,1,0,50,0.341557268268187,0.983564704005106,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1589",44,69.2046432,3045.0043008,2,50,100,0.0556491494722872,0.00702090314344982,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1590",13,119.886126867692,1558.51964928,3,100,150,0.0284828145876487,0.00207435774692835,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1591",9,183.49655808,1651.46902272,4,150,200,0.0301815161541979,0.00143609382479655,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1592",9,222.28253696,2000.54283264,5,200,250,0.0365610344425614,0.00143609382479655,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1593",6,270.99756288,1625.98537728,6,250,300,0.0297157883410002,0.000957395883197702,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1594",3,319.45022208,958.35066624,7,300,350,0.0175143921663573,0.000478697941598851,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1595",2,383.49666432,766.99332864,8,350,400,0.0140172302477605,0.000319131961065901,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1596",1,428.8673664,428.8673664,9,400,450,0.00783778997300908,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1597",1,525.86468352,525.86468352,11,500,550,0.00961046996475937,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1598",3,615.34877184,1846.04631552,13,600,650,0.0337375245473865,0.000478697941598851,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1599",1,676.09859328,676.09859328,14,650,700,0.012356078336427,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1600",1,730.56183552,730.56183552,15,700,750,0.0133514244209507,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1601",1,772.69724928,772.69724928,16,750,800,0.0141214725741802,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1602",2,836.83569024,1673.67138048,17,800,850,0.0305872766075736,0.000319131961065901,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1603",1,1166.3904384,1166.3904384,24,1150,1200,0.021316434867601,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1604",1,1299.84991488,1299.84991488,26,1250,1300,0.0237554811287763,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1605",1,1524.17346048,1524.17346048,31,1500,1550,0.0278551188586698,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1606",1,1953.2861568,1953.2861568,40,1950,2000,0.0356973923726002,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1607",1,2720.2488192,2720.2488192,55,2700,2750,0.0497140621777455,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1608",1,4089.28177152,4089.28177152,82,4050,4100,0.0747339018463221,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1609",1,5014.696896,5014.696896,101,5000,5050,0.0916463786439979,0.00015956598053295,"Pa","Pa:Sa 1:1",13,"rep1","PA14mut"
"1610",2660,1.68920256288722,4493.27881728,1,0,50,0.0198962454564613,0.999248685199098,"Pa","Pa:Sa 1:1",13,"rep1","PA14wt"
"1611",1,71.17634304,71.17634304,2,50,100,0.000315168955545561,0.000375657400450789,"Pa","Pa:Sa 1:1",13,"rep1","PA14wt"
"1612",1,221271.05873664,221271.05873664,4426,221250,221300,0.979788585587993,0.000375657400450789,"Pa","Pa:Sa 1:1",13,"rep1","PA14wt"
"1613",5706,3.21887494864353,18366.90045696,1,0,50,0.317717531015612,0.984132459468782,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1614",47,67.161675492766,3156.59874816,2,50,100,0.0546040287539275,0.0081062435322525,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1615",15,124.294359552,1864.41539328,3,100,150,0.0322513565600533,0.00258709899965505,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1616",6,169.39008768,1016.34052608,4,150,200,0.0175810395103918,0.00103483959986202,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1617",5,218.791355904,1093.95677952,5,200,250,0.0189236745656329,0.000862366333218351,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1618",3,263.75010816,791.25032448,6,250,300,0.0136873448025807,0.000517419799931011,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1619",3,371.9814912,1115.9444736,8,350,400,0.0193040259424041,0.000517419799931011,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1620",3,433.09930752,1299.29792256,9,400,450,0.0224757426533036,0.000517419799931011,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1621",1,453.21636096,453.21636096,10,450,500,0.00783990655132701,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1622",1,519.026112,519.026112,11,500,550,0.00897830830104944,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1623",1,550.1523456,550.1523456,12,550,600,0.00951674156105329,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1624",1,1298.37793536,1298.37793536,26,1250,1300,0.0224598283697567,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1625",2,1436.92800768,2873.85601536,29,1400,1450,0.0497130389438433,0.00034494653328734,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1626",1,1820.62400256,1820.62400256,37,1800,1850,0.0314938366632203,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1627",1,2084.0776704,2084.0776704,42,2050,2100,0.0360511569949377,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1628",1,8197.14728448,8197.14728448,164,8150,8200,0.141797327355221,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1629",1,11307.7160064,11307.7160064,227,11300,11350,0.195605111455685,0.00017247326664367,"Pa","Pa:Sa 1:1",13,"rep2","PA14mut"
"1630",5431,1.94606682926901,10569.08894976,1,0,50,0.122126095160476,0.997612049963262,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1631",8,71.6631696,573.3053568,2,50,100,0.00662455817084946,0.0014695077149155,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1632",2,117.39036672,234.78073344,3,100,150,0.00271289742476724,0.000367376928728876,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1633",1,184.12010496,184.12010496,4,150,200,0.00212751255724954,0.000183688464364438,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1634",1,13815.53978112,13815.53978112,277,13800,13850,0.159638918171913,0.000183688464364438,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1635",1,61165.59432192,61165.59432192,1224,61150,61200,0.706770018514745,0.000183688464364438,"Pa","Pa:Sa 1:1",13,"rep2","PA14wt"
"1636",4517,3.04210187051583,13741.17414912,1,0,50,0.478564417820033,0.987106643356643,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1637",29,68.9165583889655,1998.58019328,2,50,100,0.0696046317646695,0.00633741258741259,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1638",10,119.377539072,1193.77539072,3,100,150,0.0415756629432126,0.00218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1639",5,175.999684608,879.99842304,4,150,200,0.0306477400282169,0.00109265734265734,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1640",3,221.4613632,664.3840896,5,200,250,0.0231385310744118,0.000655594405594406,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1641",2,295.82188416,591.64376832,6,250,300,0.0206052010163225,0.000437062937062937,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1642",1,305.55841536,305.55841536,7,300,350,0.0106416950669485,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1643",2,433.6206336,867.2412672,9,400,450,0.0302034460551288,0.000437062937062937,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1644",1,531.10861056,531.10861056,11,500,550,0.0184969406728704,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1645",1,672.41864448,672.41864448,14,650,700,0.0234183508363086,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1646",2,730.3165056,1460.6330112,15,700,750,0.0508695238898792,0.000437062937062937,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1647",1,757.9161216,757.9161216,16,750,800,0.0263959748674861,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1648",1,838.66033152,838.66033152,17,800,850,0.0292080566731139,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1649",1,4210.22942208,4210.22942208,85,4200,4250,0.146629827291398,0.000218531468531469,"Pa","Pa:Sa 1:1",13,"rep3","PA14mut"
"1650",5702,2.69507953767801,15367.34352384,1,0,50,0.25114127561261,0.985482198409955,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1651",38,64.9543243452632,2468.26432512,2,50,100,0.0403376842717211,0.00656757690978223,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1652",12,117.6689184,1412.0270208,3,100,150,0.0230760942288465,0.00207397165572071,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1653",9,168.17366016,1513.56294144,4,150,200,0.0247354480781615,0.00155547874179053,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1654",7,220.043414674286,1540.30390272,5,200,250,0.025172463045423,0.00120981679917041,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1655",3,264.1896576,792.5689728,6,250,300,0.0129525823725603,0.000518492913930176,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1656",1,348.12315648,348.12315648,7,300,350,0.00568921319765154,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1657",1,359.83766016,359.83766016,8,350,400,0.00588065782780508,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1658",2,482.7632832,965.5265664,10,450,500,0.0157791470690679,0.000345661942620118,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1659",1,590.99977728,590.99977728,12,550,600,0.009658431707641,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1660",1,613.26346752,613.26346752,13,600,650,0.0100222767377234,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1661",1,740.83502592,740.83502592,15,700,750,0.0121071187833744,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1662",1,866.35194624,866.35194624,18,850,900,0.0141583828441555,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1663",1,942.5268864,942.5268864,19,900,950,0.0154032741041068,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1664",1,2150.3167488,2150.3167488,44,2150,2200,0.0351416164040985,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1665",1,2679.49338624,2679.49338624,54,2650,2700,0.043789701581924,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1666",1,2842.54578432,2842.54578432,57,2800,2850,0.0464543903215217,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1667",1,3237.49628928,3237.49628928,65,3200,3250,0.0529088808758341,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1668",1,7799.191488,7799.191488,156,7750,7800,0.127458522418317,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1669",1,13959.45644544,13959.45644544,280,13950,14000,0.228132838517457,0.000172830971310059,"Pa","Pa:Sa 1:1",13,"rep3","PA14wt"
"1670",5517,3.31371596424144,18281.77097472,1,0,50,0.461807979016369,0.983773181169758,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1671",45,68.783013376,3095.23560192,2,50,100,0.0781874195819851,0.00802425106990014,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1672",13,118.140510129231,1535.82663168,3,100,150,0.0387958581188014,0.00231811697574893,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1673",7,182.89345536,1280.25418752,4,150,200,0.0323399521733102,0.00124821683309558,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1674",3,229.44480768,688.33442304,5,200,250,0.0173877207646383,0.000534950071326676,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1675",5,268.783460352,1343.91730176,6,250,300,0.0339481188091201,0.000891583452211127,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1676",3,319.01067264,957.03201792,7,300,350,0.0241751755155855,0.000534950071326676,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1677",2,371.5214976,743.0429952,8,350,400,0.0187696905518661,0.000356633380884451,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1678",1,403.8743808,403.8743808,9,400,450,0.0102020975884472,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1679",2,466.24951296,932.49902592,10,450,500,0.0235554581222098,0.000356633380884451,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1680",1,522.36873216,522.36873216,11,500,550,0.0131953325984518,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1681",2,608.08087296,1216.16174592,13,600,650,0.0307209404831162,0.000356633380884451,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1682",1,962.39860992,962.39860992,20,950,1000,0.0243107386953864,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1683",2,1031.3823168,2062.7646336,21,1000,1050,0.0521066130817694,0.000356633380884451,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1684",1,1205.06056704,1205.06056704,25,1200,1250,0.0304405183626137,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1685",1,1270.77831936,1270.77831936,26,1250,1300,0.0321005863301188,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1686",1,1354.9878144,1354.9878144,28,1350,1400,0.0342277662828808,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1687",1,1731.07858176,1731.07858176,35,1700,1750,0.0437280339233301,0.000178316690442225,"Pa","Pa:Sa 1:1",14,"rep1","PA14mut"
"1688",3366,1.59498157176471,5368.70797056,1,0,50,0.0274069513267486,0.999109528049866,"Pa","Pa:Sa 1:1",14,"rep1","PA14wt"
"1689",1,53.11392768,53.11392768,2,50,100,0.000271143604509813,0.000296823983377857,"Pa","Pa:Sa 1:1",14,"rep1","PA14wt"
"1690",1,154.74184704,154.74184704,4,150,200,0.000789948399743948,0.000296823983377857,"Pa","Pa:Sa 1:1",14,"rep1","PA14wt"
"1691",1,190311.98681088,190311.98681088,3807,190300,190350,0.971531956668998,0.000296823983377857,"Pa","Pa:Sa 1:1",14,"rep1","PA14wt"
"1692",5190,2.97427666571098,15436.49589504,1,0,50,0.266636897383905,0.986504466831401,"Pa","Pa:Sa 1:1",14,"rep2","PA14mut"
"1693",38,69.5235941052632,2641.896576,2,50,100,0.0456338738418054,0.00722296141417981,"Pa","Pa:Sa 1:1",14,"rep2","PA14mut"
